timestamp,user_id,ip_address,endpoint,method,status_code,latency_ms,label
2026-03-01 00:00:00,user_183,192.168.1.144,/api/v1/profile,POST,200,47.127283661475985,Normal
2026-03-01 00:00:01,user_683,192.168.1.75,/api/v1/cart,POST,200,41.41767924621112,Normal
2026-03-01 00:01:22,user_422,192.168.1.235,/api/v1/cart,POST,200,11.056770959874598,Normal
2026-03-01 00:01:21,user_819,192.168.1.143,/api/v1/profile,POST,200,23.33309997192698,Normal
2026-03-01 00:01:16,user_113,192.168.1.230,/api/v1/checkout,POST,200,41.9280104445065,Normal
2026-03-01 00:01:25,user_822,192.168.1.254,/api/v1/checkout,POST,200,22.53049230574004,Normal
2026-03-01 00:02:30,user_837,192.168.1.77,/api/v1/login,POST,401,13.439162927186922,Credential_Stuffing
2026-03-01 00:03:58,user_482,192.168.1.164,/api/v1/login,POST,401,13.99795830039164,Credential_Stuffing
2026-03-01 00:06:56,user_345,192.168.1.113,/api/v1/profile,POST,200,14.662839274552768,Normal
2026-03-01 00:00:36,user_142,192.168.1.7,/api/v1/login,POST,200,39.50653455454002,Normal
2026-03-01 00:06:30,user_749,192.168.1.122,/api/v1/admin,POST,200,90.32420439433437,Business_Logic
2026-03-01 00:11:00,user_27,192.168.1.132,/api/v1/profile,POST,200,13.959367819408772,Normal
2026-03-01 00:01:36,user_938,192.168.1.41,/api/v1/checkout,POST,200,16.497351891043387,Normal
2026-03-01 00:01:18,user_758,192.168.1.98,/api/v1/profile,POST,200,21.027953478361216,Normal
2026-03-01 00:00:28,user_182,192.168.1.192,/api/v1/cart,POST,200,16.536356714813177,Normal
2026-03-01 00:07:00,user_797,192.168.1.45,/api/v1/admin,POST,200,81.83060867713783,Business_Logic
2026-03-01 00:13:36,user_857,192.168.1.173,/api/v1/admin,POST,200,68.0855818339997,Business_Logic
2026-03-01 00:12:28,user_938,192.168.1.223,/api/v1/login,POST,401,11.796739796010202,Credential_Stuffing
2026-03-01 00:05:24,user_94,192.168.1.104,/api/v1/login,POST,401,7.869836070949919,Credential_Stuffing
2026-03-01 00:11:43,user_159,192.168.1.121,/api/v1/profile,POST,200,18.45480917304525,Normal
2026-03-01 00:00:40,user_904,192.168.1.141,/api/v1/profile,POST,200,25.962027495478857,Normal
2026-03-01 00:19:36,user_753,192.168.1.130,/api/v1/login,POST,200,10.624514863642812,Normal
2026-03-01 00:09:54,user_535,192.168.1.165,/api/v1/cart,POST,200,21.69970663593261,Normal
2026-03-01 00:21:05,user_694,192.168.1.69,/api/v1/login,POST,200,39.65023430798051,Normal
2026-03-01 00:04:00,user_160,192.168.1.33,/api/v1/login,POST,401,14.105365601005486,Credential_Stuffing
2026-03-01 00:18:20,user_656,192.168.1.147,/api/v1/login,POST,200,42.98979770920998,Normal
2026-03-01 00:24:16,user_358,192.168.1.253,/api/v1/checkout,POST,200,31.313022100977147,Normal
2026-03-01 00:05:51,user_152,192.168.1.114,/api/v1/admin,POST,200,58.038166302164925,Business_Logic
2026-03-01 00:17:44,user_908,192.168.1.134,/api/v1/login,POST,401,10.300039049700974,Credential_Stuffing
2026-03-01 00:11:07,user_375,192.168.1.225,/api/v1/cart,POST,200,37.196278003969255,Normal
2026-03-01 00:15:00,user_584,192.168.1.155,/api/v1/checkout,POST,200,11.867208901304437,Normal
2026-03-01 00:30:29,user_146,192.168.1.138,/api/v1/checkout,POST,200,41.46037014321752,Normal
2026-03-01 00:05:20,user_709,192.168.1.177,/api/v1/login,POST,401,12.171677953931013,Credential_Stuffing
2026-03-01 00:15:24,user_470,192.168.1.230,/api/v1/admin,POST,200,49.85404652032441,Business_Logic
2026-03-01 00:03:24,user_865,192.168.1.126,/api/v1/checkout,POST,200,14.204958544493733,Normal
2026-03-01 00:10:30,user_418,192.168.1.10,/api/v1/login,POST,401,13.904531388601617,Credential_Stuffing
2026-03-01 00:35:24,user_546,192.168.1.16,/api/v1/cart,POST,200,14.990046891120596,Normal
2026-03-01 00:30:50,user_596,192.168.1.218,/api/v1/checkout,POST,200,40.894592039787014,Normal
2026-03-01 00:04:26,user_541,192.168.1.181,/api/v1/login,POST,200,21.62381591802378,Normal
2026-03-01 00:35:45,user_650,192.168.1.121,/api/v1/cart,POST,200,17.98710530873032,Normal
2026-03-01 00:36:40,user_272,192.168.1.205,/api/v1/login,POST,200,36.11381499412225,Normal
2026-03-01 00:19:49,user_851,192.168.1.10,/api/v1/profile,POST,200,42.390363733469975,Normal
2026-03-01 00:32:54,user_401,192.168.1.3,/api/v1/cart,POST,200,34.57244321652091,Normal
2026-03-01 00:35:50,user_918,192.168.1.39,/api/v1/login,POST,401,7.262463610283266,Credential_Stuffing
2026-03-01 00:19:04,user_900,192.168.1.41,/api/v1/login,POST,200,11.60402121988135,Normal
2026-03-01 00:18:45,user_76,192.168.1.167,/api/v1/checkout,POST,200,14.45016201383094,Normal
2026-03-01 00:14:34,user_376,192.168.1.1,/api/v1/admin,POST,200,64.91347132823996,Business_Logic
2026-03-01 00:43:05,user_951,192.168.1.77,/api/v1/cart,POST,200,19.058646769064897,Normal
2026-03-01 00:06:24,user_224,192.168.1.33,/api/v1/admin,POST,200,49.68853929334458,Business_Logic
2026-03-01 00:01:38,user_904,192.168.1.106,/api/v1/checkout,POST,200,16.377583728784963,Normal
2026-03-01 00:04:10,user_413,192.168.1.44,/api/v1/cart,POST,200,49.94661407216435,Normal
2026-03-01 00:05:57,user_863,192.168.1.219,/api/v1/profile,POST,200,22.943965668415988,Normal
2026-03-01 00:02:36,user_263,192.168.1.195,/api/v1/cart,POST,200,35.96431639654604,Normal
2026-03-01 00:52:07,user_747,192.168.1.238,/api/v1/profile,POST,200,25.73869168264398,Normal
2026-03-01 00:20:42,user_292,192.168.1.19,/api/v1/login,POST,401,13.03272811419099,Credential_Stuffing
2026-03-01 00:31:10,user_79,192.168.1.196,/api/v1/cart,POST,200,43.08850713214468,Normal
2026-03-01 00:56:00,user_379,192.168.1.219,/api/v1/admin,POST,200,33.208479676579614,Business_Logic
2026-03-01 00:20:54,user_550,192.168.1.108,/api/v1/login,POST,200,42.71274924034815,Normal
2026-03-01 00:58:00,user_732,192.168.1.173,/api/v1/profile,POST,200,21.072850610406388,Normal
2026-03-01 00:39:20,user_463,192.168.1.137,/api/v1/login,POST,200,15.976547448361842,Normal
2026-03-01 00:58:00,user_406,192.168.1.96,/api/v1/profile,POST,200,15.841965771109937,Normal
2026-03-01 00:44:44,user_618,192.168.1.196,/api/v1/profile,POST,200,18.959197537834875,Normal
2026-03-01 00:05:10,user_758,192.168.1.230,/api/v1/profile,POST,200,16.825784923450662,Normal
2026-03-01 00:54:36,user_365,192.168.1.204,/api/v1/profile,POST,200,28.047105048234116,Normal
2026-03-01 00:39:28,user_778,192.168.1.196,/api/v1/checkout,POST,200,21.507447420276865,Normal
2026-03-01 00:01:05,user_458,192.168.1.7,/api/v1/login,POST,200,14.644234361938363,Normal
2026-03-01 00:29:42,user_723,192.168.1.112,/api/v1/profile,POST,200,42.774190720660634,Normal
2026-03-01 00:36:51,user_817,192.168.1.46,/api/v1/login,POST,401,8.314528251884294,Credential_Stuffing
2026-03-01 00:09:04,user_617,192.168.1.248,/api/v1/checkout,POST,200,10.528539248331938,Normal
2026-03-01 00:52:54,user_581,192.168.1.176,/api/v1/cart,POST,200,33.4084049951926,Normal
2026-03-01 00:56:00,user_57,192.168.1.157,/api/v1/login,POST,401,12.51169704719134,Credential_Stuffing
